"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
1190000,1818.7,968192,93465.9,2153.16,158476,47852.8,79257.5,16284,3.13756
779845,1667.95,663759,52697.3,3474.1,79656.6,29431.8,3216.21,7648.33,3.13977
712483,1583.93,551193,49439,1729.06,78575.2,30965.1,8028.31,6255.29,3.14289
585395,1488.49,492201,58542.9,265.718,42736.2,36324.8,3723.39,3763.75,3.14537
1070000,1940.26,961047,36518.9,-257.422,83777.5,19360,17593.2,1596.88,3.14588
685580,1542.66,571439,52311.7,366.789,75681.2,28036.6,10855.5,8720.65,3.14834
833285,1566.3,601758,61194.3,179.091,74850.9,30808,8075.31,13091.9,3.14991
616805,1569.2,752094,32736.1,1285.43,22371.6,7906.56,1721.61,740.426,3.15551
1130000,1813.54,632568,64245.9,1793.81,102497,59275.3,8606.8,8795,3.15836
1590000,2377.48,954068,60054.8,3654.26,64614.6,30655,8250.2,7921.05,3.15952
786550,1667.47,605880,74396.9,4381.92,78291,26050.1,36418.7,7590.02,3.16013
756699,1618.25,691683,48294,18245,59933.3,35293,20655.5,2983.8,3.16371
544340,1540.33,508416,33081,188.403,34911.9,24148.6,16748,3809.39,3.16729
1320000,1522.2,776487,8615.98,-305.08,31990.5,2113.19,-572.977,599.263,3.17177
647376,1493.94,508618,19813.9,20573.7,14535.1,4780.71,1080.16,475.252,3.17479
848219,1630.85,737134,74232,1003.66,53203.3,32339,11441.8,4047.62,3.17615
854239,1656.76,533681,50538.9,1385.64,75530.6,22336.8,11294.2,8104.91,3.18252
779443,1588.87,429575,45398.7,1372.05,82416.6,28912.9,6231.5,5774.01,3.19064
708388,1984.8,422305,43326.7,633.442,51419.8,30819.8,7004.91,7997.72,3.1937
909866,1849.58,767240,73155.1,479307,47703.9,31702,29911.8,6270.03,3.1937
690941,1383.63,358695,27052.2,100.951,35484,20776.3,5220.02,9464.57,3.19423
1e+06,1574.76,729202,36702.1,-335.715,47513,14212.6,2516.34,1616.34,3.19539
1010000,1732.63,583273,66803,1008.26,111440,38823.8,40383.3,14340.9,3.19565
857176,1643.55,413068,36530.8,681.398,39142.5,26569.7,15391,4159.57,3.19665
1e+06,1632.71,669309,61980,15302.4,65342.5,31380.4,7553.68,10569.6,3.19677
1220000,2049.07,919422,56299.5,1333.32,111402,40323.5,7406.45,7687.5,3.19893
711053,1582.95,608328,37560.9,-69.8222,63322.3,24839.6,38847.7,2827.18,3.1994
872342,1499.92,614315,56873.7,2987.1,84086.7,31066.7,16117.7,8923.91,3.20223
664833,1789.7,465850,29400.9,11478.7,34312.8,20038.9,19917.2,2770.67,3.20719
1210000,1840,915730,89270.6,3065.77,136756,70203.5,31000.8,35413.7,3.20929
635369,1677.71,561914,38940,935.991,92920.5,21128,11235.4,6911.42,3.212
965106,1505.44,639392,57215.4,5819.68,25139.5,23297.2,17125.6,2604.22,3.21352
702347,1544.47,511844,70656,703.658,38660,43685.8,6054.87,8341.09,3.2145
779634,1900.71,728491,71424.3,1498.52,125283,47478.5,14087.5,22135.4,3.21544
1220000,1833.92,1040000,86317.4,968.244,172121,35468.1,13571.8,12566.4,3.21792
581086,1498.76,428535,24840.5,566.224,38779.5,19587.9,9595.71,4421.98,3.2269
927743,2210.68,1110000,80128.4,-48.6805,90572.6,44622.3,29763.8,7868.07,3.22979
1050000,1850.43,975601,40472.7,8227.67,67266.9,30975.5,5470.09,3744.93,3.22987
718402,1581.65,499663,29394.8,8792.56,34922.6,12921.7,5550.78,4410.66,3.2314
1260000,2022.17,850855,60469.2,614.557,63947.6,34298.4,5092.97,15863.3,3.23276
1090000,1999.87,824784,64714.3,551.118,114893,46717.1,8203.93,9787.33,3.23693
958832,1764.97,794615,51357.1,1435.83,94811.6,36716.6,17798.2,12245.8,3.23842
1040000,1696.27,885916,78617.9,1005.6,123987,47563.1,59998.4,8164.7,3.23846
1050000,2240.47,908724,33100.1,180.735,77359.9,42992.4,4116.3,5452.24,3.23856
1260000,2346.09,936635,159412,795.075,174723,48803.9,47015.4,24533.1,3.23889
721079,1632.47,568325,44522.4,634.617,102773,33260.7,8415.5,5579.93,3.24172
1290000,2166.21,606934,19587.1,500.162,48823,7125.95,3029.44,2224.7,3.2419
627955,1524.51,521254,27969.1,531.735,86608.5,28124.3,10930.2,4287.06,3.24385
775214,1710.58,736166,49010.7,-480.241,135653,23865.7,56772.8,5390.57,3.24493
849483,2002.06,459209,47577.1,1280.07,50372,33410.1,5684.03,8010.01,3.25228
556269,1637.21,349904,53357.6,1170.15,57848.5,37695,5390.37,8810.33,3.25446
1390000,1866.62,1160000,39018.3,-1702.75,67015,25730.3,10744.8,8224.03,3.25448
851340,2072.1,721115,23904.1,-43.6901,67353.5,31907.7,5084.4,3108.33,3.25753
705094,1489.33,603985,16976.8,11324.2,20869.4,7111.73,9816.16,988.991,3.25794
643138,1607.5,455523,45264.1,1184.69,56615.6,24459,12426.3,5521.06,3.26392
1160000,1679.18,949171,53587.8,19257.4,45273.1,29568.2,7136.7,2208.54,3.27005
954358,1797.2,724850,86045.5,1183.18,116959,30150.3,9336.55,14409.3,3.27384
631620,1946.3,619287,49903.2,31.5726,72759.8,35746.2,21035.3,4241.76,3.27392
760540,1511.56,518623,32852.4,-67.2686,34160.7,15036.9,1689.03,1485.71,3.27477
633013,1479.65,551733,16409.8,-259.784,32669.7,13136.9,983.576,1572.32,3.27624
796163,1652,716420,66844.8,755.126,92882.2,44978.6,9748.67,9674.35,3.28395
824617,1601.64,770934,58992.9,218.402,50905.2,11308.6,19758.6,1499.41,3.28501
978091,2005.5,742030,55611.5,7376.4,93397.3,24288.9,11880.1,4148.34,3.29324
1210000,2565.62,1120000,51924.8,4134.99,106768,43978.4,25462.8,7809.23,3.2949
819984,1521.66,588503,31604.5,-211.893,51660.4,16944.8,18695.5,5513.65,3.29716
898372,1845.59,751538,78057.3,2026.87,88333.7,39482,25923.9,4466.81,3.3003
807160,1503.75,561338,43007.6,1333.54,50612.9,12200.4,10980.1,1862.08,3.30105
1170000,1975.12,944149,118428,8565.42,148883,65082.3,25052.2,10647.8,3.30323
1200000,2526.07,821350,42210.3,7296.77,71927.5,25939.4,3731.25,1690.15,3.30828
943811,1853.9,600337,44693.8,122.521,52020.1,28285.3,14636.7,5020.15,3.31453
1290000,1635.29,553921,27682.9,-481.113,21292.5,1832.9,-703.569,1701.7,3.31945
674072,1828.46,414316,28614.7,-123.089,45248.6,17283.6,6163.31,3956.79,3.32348
1160000,2698.78,974112,99420.1,31384.5,122846,66139.6,10869,10822.8,3.33588
705169,1942.36,610614,37138.7,-444.514,22145.7,15123.2,5142.83,1195.08,3.34795
1190000,1953.32,932976,92566.1,1101.6,91800.5,34644.4,18027.6,8535.88,3.3669
650604,1699.22,422505,31172.7,21075.7,38886.4,18408.5,12890.1,3424.32,3.37645
922526,2175.25,750937,31493.6,-512.23,80427.5,23252.5,43147.6,3647.15,3.37849
788135,1702.72,841683,35945.6,11726.8,35889.7,10637.1,10101.1,1910.47,3.38197
870150,1648.16,555816,43658.2,375.674,60672.3,30346.7,7503.57,10376.8,3.39188
758767,1848.57,903662,14028.8,262268,17152.4,5696.68,-7021.02,560.121,3.41559
617301,1522.64,545852,19776.3,21058.1,19181.4,6902.14,1488.94,887.388,3.42115
798732,1678.64,491908,44638.3,576.367,71105.3,43646.4,13799,5242.13,3.42188
846154,1473.83,645047,36026.2,-13.2793,57659,18203.2,17272.7,3394.85,3.42679
786007,2000.29,811849,47912.8,10632.5,59935.6,26843.2,36899.6,3602.95,3.44271
1430000,1965.82,966995,56295.1,54426.4,48457.9,36465.9,19395.5,5032.02,3.44776
1100000,2023.48,646384,71239.3,197.226,62641.9,40050.2,4173.42,8885.5,3.45335
1390000,1860.68,772590,61729.2,362.56,77733.5,25299.8,4301.09,2826.72,3.46158
661588,1806.96,376746,36578,-0.048592,44632.8,23010.8,4492.44,5908.35,3.48436
1410000,2640.1,1220000,114001,4286.3,170183,50137,38573.9,15755.3,3.48454
1500000,2208.72,725734,26770.5,453.179,31444.7,5973.86,-68.1948,603.672,3.48973
543172,1723.45,441117,31045,414.129,23839.1,14761.9,7268.12,1923.03,3.50512
630905,1392.32,703334,1609.7,-1350.55,20849.8,380.86,-925.757,110.245,3.51241
819423,1670.64,562072,61061.3,999.303,96492.4,24317.2,10051.4,6376.29,3.51764
730962,1798.43,597822,57334.8,1759.12,109885,45258.2,35552.2,10080.6,3.52008
602209,1520.34,514875,22210.8,3166.6,43456.1,31849.4,4593.63,3942.42,3.52916
968259,1908.19,803570,82069.6,12362,73267.4,39525,14621.1,6762.59,3.53223
686013,2112.43,571385,58625.4,293.907,76487.7,34055.2,6826.3,12027.9,3.54111
893517,2097.69,616751,46692.4,-240.648,94770.6,21523.7,19172.5,6860.78,3.54288
830494,1954.03,698216,52297.6,576.626,111414,25766.6,7049.38,8220.88,3.55232
1200000,2371.78,1130000,58247.3,2032.89,250101,152567,111485,15545.4,3.55481
1040000,1610.43,677206,39781.7,1011.58,80306,32378.5,8830.19,6475.65,3.55605
702615,1752.87,614410,44568.3,20098.4,32826.7,12501.2,5464.87,945.38,3.56232
872026,1485.72,656531,23593.7,2431.77,39524.1,9941.5,7475.69,2702.13,3.56393
969629,1692.63,790001,94615,6654.73,204353,48086,34417.7,11499.7,3.57345
805151,1698.49,576920,48367.9,537.526,91113,31762.7,4800.46,8803.75,3.5773
891403,1896.32,581529,43172.8,2069.78,26825.3,18436.6,9683.7,2521.4,3.58304
809708,1880.72,553186,44995.1,49870.6,44967.1,31655.8,2548.39,7891.67,3.59413
699315,1527.2,571547,45344.6,317.367,88118.4,28029.7,8458.68,8981.14,3.59766
639391,1753.25,394715,32484,336.96,34636.8,13943.1,10719.9,1421.03,3.60537
561935,1464.92,494978,30830.9,171.005,53362.4,17194.8,3875.66,2959.82,3.61211
1240000,1795.66,634405,48972.8,480.719,69177.7,25288.5,5251.06,6378.62,3.61213
1010000,1580.97,808082,32394,-355.296,44674.4,15465.9,9777.63,3442.48,3.61862
1100000,2360.97,836082,88892.2,1981.47,202437,112307,103263,16824.4,3.61993
736635,2122.44,564048,17845.3,-78.6382,22122.6,8590.76,7431,2547.07,3.62269
981459,1730.99,629329,44748.6,6002.6,50882.5,15990.6,10699.7,1891.62,3.62326
1010000,1637.75,802250,40155,1784.73,94678.8,31228,3931.4,8573.04,3.62591
737359,1611.27,586737,58921,96.4137,43166.7,18661.6,38508.5,2121.32,3.63232
909367,1801.2,775107,58215.2,2033.04,81192.8,31041,8184.02,2408.72,3.63297
865931,1573.64,810429,51395.8,314.813,50689.1,12942.8,5886.26,1352.23,3.63354
646728,1631.03,667870,37738.6,2064.81,39517.2,20050.5,6929.62,1683.96,3.63446
866362,1705.33,845897,61960.8,10695.1,56306.4,37611,34108.3,5973.92,3.63476
769070,1680.59,849757,58017.7,492.787,86801.5,32708.2,18528.3,5563.11,3.63798
