"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
839166,2099.88,566931,26968.1,289.003,33016.7,9280.18,18901.1,991.285,7.28821
621730,1499.19,462322,19419,1400.19,33089,13933.3,14740.3,1960.88,7.29159
932817,1478.44,716743,36672.9,-189.654,46046.6,19106.7,6398.21,2295.03,7.29291
1020000,1813.43,803764,40690,-785.518,62200.7,25419.6,9360.21,6114.98,7.29421
636366,1847.68,533475,17587.2,-29.5412,39102.7,12181.9,11573.5,2903.88,7.30057
621389,1806.9,303339,745.741,-550.798,24756.5,77.7982,-496.392,312.851,7.30325
1310000,1837.56,649594,61323.7,-150.057,57907.2,20791.4,31527.9,4039.33,7.30559
635584,2028.44,681863,36396,949.669,62579.4,20182.9,4296.34,3334.06,7.30775
613235,1686.34,565408,20226.5,8819.26,42386.7,13229.4,10260.8,3454.26,7.31008
819290,1553.75,644963,35979.7,-353.504,29116.8,16283.9,16166.9,2335.23,7.3102
728920,1474.15,346920,2943.14,52.1965,34026.8,847.876,-678.201,318.358,7.31128
759741,1492.25,450805,44133.5,366.918,73444.4,25158,19631.8,7123.32,7.31254
807592,1719.25,831678,31679.7,-550.999,33915.7,8645.36,11405.3,946.039,7.32312
884023,1440.64,533680,24597.4,-509.621,29203.2,18411.4,2481.15,1356.08,7.33036
905187,2104.43,823449,45938.9,889.871,75248.3,24500.6,21785.9,6644.44,7.3368
774910,1411.63,564249,14271.6,185.294,21192.3,2101.09,-154.982,920.185,7.33973
1300000,1516.94,733360,30453.6,124.371,60064.4,20520.8,4327.88,7242.82,7.34289
933995,1473.69,446710,27345.3,-405.254,15580.1,1982.76,122.689,579.417,7.35367
727313,1465.48,390766,8627.71,-176.737,26162.7,2308,-690.522,918.7,7.35595
673988,1426.36,909044,157.035,-51.4485,55983.7,-83.6499,8.23178,22.6903,7.37436
793068,1538.44,592441,25682.7,589.65,53111.1,21693.5,4575.59,10673.6,7.38506
545170,1607.21,419748,16309,-450.793,15641.2,2458.75,-263.371,616.152,7.38618
621907,1654.73,386687,40866.5,1225.64,62588.8,21726.6,7434.75,6272.52,7.38876
647141,1732.49,484028,21079,-914.404,26488.3,8383.26,9272.19,1580.64,7.39024
1020000,1979.15,794035,37141.9,175.048,35031.2,12432.2,7225.46,2648.35,7.39572
859495,1776.3,731170,59155.8,883.039,94445.8,33062.5,8996.8,9396.04,7.39672
726472,2140.47,607311,40661,24752.8,50357.7,26717.1,4937.58,4209.05,7.39936
708645,1387.82,558002,19924.6,15.0851,38974.6,19915.5,4426.09,3524.07,7.40236
738910,1744.61,454276,27751.1,635.41,53602.8,18853,3728.2,9197.1,7.40465
649330,1846,741583,29099.2,4637.87,36245.2,14909.1,9478.67,1526.9,7.40771
1020000,1717.01,742127,48432.1,238.694,62243.6,16404.6,12963.5,2574.25,7.40939
927134,1659.81,744572,66248,1229.37,130353,23553.1,33771.1,6887.56,7.41239
1360000,1693.35,762394,56760.3,-559.014,43071.7,4826.92,494.84,2098.83,7.42127
606097,1549.34,481299,31030.3,-176.477,56079.5,19276.2,4338.15,7900.43,7.43053
585722,1747.32,496263,20543.3,898.803,50174.5,22059,3809.45,3824.67,7.43151
1070000,1604.03,772346,27506.9,-498.48,92993.5,20463.7,2569.23,6161.64,7.46172
898523,1481.47,435225,42513.8,3810.18,45482.8,10535.7,4339,2492.2,7.47209
614753,1866.77,468879,41184.4,3866.11,86040.6,19464.7,31958.9,4429.71,7.47681
857458,1567.27,423924,22670.8,960.834,28679.9,10569.9,4286.12,4094.6,7.47787
1030000,1837.76,906153,45192.5,1096.42,69861.8,23927.2,8708.56,7963.13,7.49373
689751,1587.77,363587,27802.7,66.0651,38556,37313.4,14592.7,3038.8,7.49489
784923,1668.72,449053,21138.2,256.424,43194.9,16493.5,5592.61,8026.77,7.49537
548452,1518.86,380631,32213.7,724.15,47755.9,20585.9,36075.9,5578.55,7.49621
834519,1689.47,488519,23598.9,-133.279,46953.6,8184.08,4434.08,1655.54,7.52458
726945,1922.14,555355,33274.1,-8.40919,37422.2,11199.2,9637.43,1119.26,7.53275
647184,1554.8,443842,24200,-181.754,47195.9,18045.4,4357.95,5154.31,7.54637
609977,1754.93,463229,28436.4,-20.2991,46724.8,14182.1,17735,2611.62,7.55099
646489,1621.41,533039,37067.7,233.006,64650.4,20408.4,21570.1,5636.53,7.55271
681595,1454.16,399301,46953.4,779.979,51731.6,15701.3,14939.2,5030.97,7.55985
895286,1701.18,732683,3575.2,302.633,17664.9,1169.53,220.363,84.9064,7.56674
1070000,1441.32,661614,25657.3,-2126.14,-529.474,2732.33,-2191.85,124.319,7.57384
858064,1363.44,590149,40096.2,-1309.37,-1131.69,1710.69,2683.14,78.4997,7.57406
1030000,1762.96,503902,54056.8,23673.9,38837,14245.1,6268.46,5277.96,7.59096
508269,1539.44,550974,151.106,117.402,15447.6,56.2337,125.968,-40.505,7.61811
699280,1441.16,511318,33444.1,468.121,70772.8,17017.3,5977.2,5222.8,7.65054
1010000,1820.31,777626,56137.3,618.22,90879.2,35797.5,15793.8,11382.3,7.65707
829796,1740.18,897641,42748.3,-51.0517,112685,33654.8,16913.1,13276.4,7.66855
591774,1628.86,726701,6416.38,-242.033,16443.2,3519.08,1664.78,1059.35,7.67101
1440000,1666.94,712136,8326.24,1006.04,21912.1,893.828,257.415,391.61,7.70244
583227,1511.44,514554,31717.1,-355.68,27584.3,14849.3,2470.89,886.831,7.73727
1140000,1669.16,1260000,31275.7,-863.347,51258.4,12560.4,2560.97,3250.82,7.80125
640722,1406.8,338517,70.109,54.4419,18319.2,-104.029,-64.4388,-60.7517,7.80835
1270000,1803.18,467930,10367.4,1039.01,22059.1,2237.16,541.9,832.696,7.81183
1550000,1783.64,744017,32206.4,1732.42,32896.1,11695.6,7125.16,1975.1,7.81245
1120000,2059.86,395802,19481.8,1491.69,55303,22259.1,4434.36,15710,8.04943
697803,1410.37,595499,11.9603,206.715,25394.2,375.791,43.9518,-7.95123,8.0856
