FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
1.10E+06,1593.76,761592,534.595,-885.446,11383,808.473,-608.432,465.896,99.0498,,,,,,,
514724,1543.07,393205,282.464,-491.538,5621.95,143.064,-207.049,325.418,99.0736,,,,,,,
871298,1584.18,495349,362.225,-170.302,4997.67,67.0114,141.734,194.74,99.0741,,,,,,,
892253,1670.59,441700,335.753,-156.209,5075.26,188.175,-486.223,127.877,99.0765,,,,,,,
751871,1581.32,457112,258.94,-565.573,5072.07,88.4391,-552.255,255.658,99.0895,,,,,,,
976790,1729.84,573974,11.7084,126.648,5462.18,-19.7268,-235.223,-111.443,99.0919,,,,,,,
949991,1708.59,567375,202.506,-550.801,5893.74,275.554,184.174,467.095,99.0939,,,,,,,
914999,1768.57,585264,512.362,-716.281,7406.76,263.421,-679.357,419.062,99.101,,,,,,,
1.32E+06,2019.17,821546,699.187,-1037.42,12094.2,426.148,-265.553,621.641,99.1121,,,,,,,
701690,1648.06,523127,225.547,-95.5668,4878.79,17.2828,-300.961,256.101,99.1162,,,,,,,
1.09E+06,1824.51,733441,261.931,-360.648,7496.25,161.493,125.32,382.54,99.1187,,,,,,,
1.27E+06,1731.81,954078,311.836,-714.994,12836.9,142.749,-4.74474,561.872,99.1241,,,,,,,
989563,1654.14,518197,258.65,-729.104,5847.38,194.679,-459.188,133.696,99.1306,,,,,,,
1.05E+06,2112.42,775795,648.878,-1067.2,10009.8,349.604,-641.223,476.244,99.1481,,,,,,,
874073,1620.76,663310,207.015,-412.628,6225.02,54.6718,-98.5341,414.027,99.1533,,,,,,,
995287,1600.16,662527,14.3301,-360.084,6582.2,160.614,-154.277,76.3593,99.1554,,,,,,,
1.33E+06,1544.04,692617,38.3036,-935.438,9129.67,187.621,-852.008,368.601,99.1575,,,,,,,
879318,1742.84,561134,103.46,-96.1313,6002.53,280.997,-209.019,436.394,99.1633,,,,,,,
1.08E+06,1812.17,715736,483.181,-143.064,6792.65,392.724,-308.443,293.012,99.1669,,,,,,,
1.26E+06,2039.96,882312,473.662,-859.455,9792.83,44.9757,-377.205,346.179,99.1673,,,,,,,
1.36E+06,1893.79,656621,381.714,-321.655,7483.46,213.991,-384.223,273.855,99.1827,,,,,,,
1.07E+06,1770.47,520560,245.235,-254.735,6246.94,-13.1539,-152.228,183.771,99.1899,,,,,,,
768591,1558.86,503314,186.518,-551.781,7146.37,396.817,144.977,311.096,99.2007,,,,,,,
1.36E+06,2618.84,1.04E+06,666.312,-1099.72,14715.7,605.723,-464.493,653.757,99.2066,,,,,,,
1.20E+06,2177.23,782297,575.698,-415.74,8416.78,270.417,316.165,377.64,99.2149,,,,,,,
960133,1882.35,656730,297.292,-343.465,7856.87,-106.691,23.7014,388.754,99.2214,,,,,,,
1.44E+06,2007.71,1.05E+06,843.851,-1080.58,16448,525.143,-460.646,945.865,99.2215,,,,,,,
1.32E+06,1646.46,748535,588.144,-1012.87,8804.73,346.697,-508.137,615.445,99.227,,,,,,,
772879,1896.96,352992,259.641,-73.0552,4299.11,-228.842,-317.733,-79.8869,99.2337,,,,,,,
1.18E+06,2280.6,788009,285.738,-312.495,7718.93,226.893,-468.812,458.065,99.2371,,,,,,,
978529,1668.53,545820,389.881,-559.21,7883.15,247.157,-623.157,394.63,99.241,,,,,,,
887770,1925.49,594351,495.801,-496.285,7407.74,248.775,-569.254,384.073,99.2416,,,,,,,
873312,2046.61,808472,611.009,-749.032,12307,295.464,-125.569,425.551,99.2493,,,,,,,
1.53E+06,2036.75,1.02E+06,480.891,-1107.44,10821,641.939,-774.128,701.202,99.2525,,,,,,,
1.15E+06,1776.1,933716,766.638,-1227.17,13018.9,726.978,-427.036,704.526,99.2547,,,,,,,
1.21E+06,1937.68,664749,481.024,-244.903,6499.42,-160.48,-447.72,373.929,99.2608,,,,,,,
895398,2016.84,783397,358.668,-84.9277,7923.38,292.714,-63.4983,19.6891,99.2643,,,,,,,
1.19E+06,1962.83,1.03E+06,953.371,-921.867,12264.5,173.063,-943.774,763.619,99.2706,,,,,,,
1.47E+06,2133.44,814204,558.985,-998.926,9507.69,229.023,-603.826,508.082,99.2717,,,,,,,
1.13E+06,1842.78,771785,547.884,-923.881,9861.18,20.7491,-148.502,530.8,99.2735,,,,,,,
1.34E+06,1518.82,930374,536.664,-845.977,10562.6,503.95,-75.6289,438.307,99.2748,,,,,,,
1.16E+06,1732.81,553366,201.142,83.516,5992.8,-47.9315,-230.224,-3.48314,99.279,,,,,,,
1.56E+06,2055.23,969091,746.276,-788.814,10976.6,467.765,141.29,509.394,99.2812,,,,,,,
1.35E+06,1805.33,801499,373.769,-167.411,7826.94,143.128,-183.535,431.403,99.2842,,,,,,,
939222,1750.85,659394,512.989,-420.539,8510.18,494.624,-580.081,393.989,99.2849,,,,,,,
791141,1681.04,579136,520.898,-88.2709,7160.81,-157.842,147.15,96.3538,99.2855,,,,,,,
1.18E+06,2151.01,775472,526.802,-311.128,8287.84,201.102,-204.963,523.331,99.2862,,,,,,,
1.12E+06,2462.21,917321,714.825,-1079.83,11114.9,145.111,-440.273,577.985,99.2947,,,,,,,
787681,1653.87,376594,118.163,-203.373,3535.9,-259.229,-166.468,125.866,99.2949,,,,,,,
818271,1689.77,498819,453.781,-1960.36,12036.4,665.65,-1159.71,679.96,99.2966,,,,,,,
1.36E+06,1641.94,762860,484.053,-868.86,9573.93,59.4658,-428.645,539.357,99.3003,,,,,,,
900745,1734.78,781237,431.452,-629.252,8051.91,276.465,-660.908,368.912,99.3113,,,,,,,
1.06E+06,2710.33,779520,469.141,-523.472,11767.1,-24.2923,-321.873,193.568,99.3165,,,,,,,
1.77E+06,1795.02,1.07E+06,439.98,-756.333,13060.6,442.102,-227.354,261.437,99.3204,,,,,,,
815415,1872.53,779410,488.553,-555.898,9586.91,269.009,-390.781,419.095,99.321,,,,,,,
1.11E+06,1789.24,525443,179.384,-82.3724,5120.21,77.9082,-409.158,29.802,99.3245,,,,,,,
1.14E+06,1755.22,853093,268.907,-585.42,9247.16,161.383,83.1749,633.812,99.3381,,,,,,,
859093,1565.59,586736,259.716,-736.828,6678.42,505.73,-145.237,294.822,99.3409,,,,,,,
1.27E+06,2554.08,877251,90.2425,-540.088,8909.43,111.886,-308.77,511.736,99.342,,,,,,,
1.06E+06,1724.62,618257,551.75,-909.981,8792.87,297.645,-567.36,287.246,99.344,,,,,,,
967323,1872.36,564653,258.93,-465.512,6282.57,257.638,-625.981,272.628,99.3449,,,,,,,
1.35E+06,1728.92,912577,379.925,-762.285,12917.6,225.418,-388.653,442.062,99.3463,,,,,,,
1.14E+06,2038.34,726623,266.246,-606.793,6801.8,-108.411,204.979,239.334,99.352,,,,,,,
1.57E+06,1740.07,931120,583.803,-493.862,10561.5,18.4617,-678.099,239.423,99.3521,,,,,,,
957049,1874.1,726452,444.262,-845.108,8646,245.896,-28.138,488.294,99.353,,,,,,,
1.19E+06,1741.39,725570,555.687,-668.001,10410.5,242.227,-460.849,458.959,99.3658,,,,,,,
1.29E+06,1723.49,706705,411.335,38.007,8268.1,-7.24804,-293.426,147.627,99.3666,,,,,,,
771295,1794.13,540962,423.59,-383.832,6145.05,301.45,-210.648,229.82,99.3672,,,,,,,
749074,1641.3,559628,251.164,-411.249,5776.04,67.1396,-261.451,326.13,99.3686,,,,,,,
1.12E+06,2129.77,691541,383.015,-108.077,8618.12,215.755,-163.248,-120.142,99.37,,,,,,,
1.30E+06,1814.27,790588,525.966,-747.96,10499.8,291.33,-56.6809,531.128,99.3778,,,,,,,
1.77E+06,1859.45,1.15E+06,1232.02,-1774.67,18116.8,214.102,-1070.46,692.005,99.3782,,,,,,,
1.06E+06,2006.01,523841,481.022,-873.006,9432.15,663.019,-287.293,636.458,99.3868,,,,,,,
833745,1786.75,595014,216.465,-537.268,6320.37,-73.3898,82.2073,257.175,99.3883,,,,,,,
1.42E+06,1858.43,947830,594.299,-893.869,12911.9,613.903,-39.459,458.427,99.3919,,,,,,,
1.24E+06,1691.66,848026,755.759,-1276.03,12900.2,576.546,-364.973,548.481,99.3925,,,,,,,
1.30E+06,2284.08,1.01E+06,290.252,-719.723,12398.7,353.679,-462.158,750.439,99.3956,,,,,,,
1.21E+06,1699.74,931934,1072.05,-1634.1,15561.4,420.764,-937.797,684.648,99.4102,,,,,,,
873354,1736.59,525463,573.628,-778.009,10363.2,911.086,-424.03,178.255,99.4108,,,,,,,
1.11E+06,2097.47,579892,584.772,-510.877,6614,-174.786,-423.456,101.673,99.4128,,,,,,,
1.21E+06,2338.92,867524,444.704,-530.164,9417.26,70.0212,-815.337,526.685,99.417,,,,,,,
1.34E+06,2017.86,777454,125.817,-335.793,10806.3,-23.11,-478.491,359.982,99.4173,,,,,,,
871185,1728.38,571793,323.323,-824.84,8205.24,-45.0445,-346.223,538.866,99.4199,,,,,,,
1.46E+06,2503.3,1.18E+06,727.959,-724.295,17748.4,881.385,-226.621,799.686,99.4215,,,,,,,
982511,1775.89,581637,317.456,-289.454,7571.21,257.127,-187.56,527.723,99.4222,,,,,,,
792072,1611.87,554116,163.028,-662.366,6697.78,248.909,-386.536,127.981,99.4264,,,,,,,
743956,1386.34,557277,349.725,-271.701,5250.21,146.926,-228.597,-14.3256,99.4327,,,,,,,
948585,1810.84,802053,218.696,-116.088,9904.54,-55.5886,408.898,335.637,99.433,,,,,,,
995948,1628.43,678964,426.059,-716.44,7035.25,23.8153,-734.779,339.766,99.4336,,,,,,,
1.01E+06,1747.09,570791,351.418,-559.478,5716.77,149.544,-219.563,586.934,99.4338,,,,,,,
882124,1720.25,544440,156.087,-199.778,5322.06,353.333,-163.487,384.129,99.4346,,,,,,,
1.48E+06,2063.71,1.30E+06,611.425,-1126.43,15515.9,827.308,-655.665,691.208,99.4368,,,,,,,
1.06E+06,2033.94,840671,671.287,-827.834,9790.54,555.497,-483.576,300.246,99.4372,,,,,,,
825642,1648.37,642961,726.216,-1174.06,8823.66,395.843,-637.965,881.735,99.4406,,,,,,,
1.11E+06,1765.56,695962,547.247,-349.78,7177.31,194.178,-135.049,215.252,99.4422,,,,,,,
1.05E+06,1757.38,678074,615.477,-667.866,8963.34,143.496,-445.13,521.935,99.4445,,,,,,,
978345,1872.01,720792,416.06,-638.628,10208.1,571.435,-339.237,231.291,99.4446,,,,,,,
1.46E+06,2287.41,1.02E+06,581.581,-802.101,13028.7,254.594,374.95,536.753,99.4467,,,,,,,
1.69E+06,2061.07,1.30E+06,897.276,-995.82,17076.1,371.512,-663.331,988.355,99.4479,,,,,,,
1.11E+06,2167.55,766395,227.488,-223.938,7984.47,140.697,-716.375,371.605,99.4487,,,,,,,
871858,1661.87,657484,394.203,-338.753,9034.07,134.184,-246.667,409.036,99.4492,,,,,,,
1.35E+06,1993.12,917413,488.21,-180.44,11069.9,615.156,-1.54363,357.51,99.4539,,,,,,,
1.10E+06,1956.49,836635,370.99,-253.199,9497.8,-331.306,-205.907,382.819,99.4556,,,,,,,
1.25E+06,2381.71,839375,469.645,-371.129,8464.23,-7.39536,264.28,222.78,99.4624,,,,,,,
997657,1847.89,765398,645.167,-396.631,8654.79,0.233575,-62.2806,611.079,99.4736,,,,,,,
1.39E+06,2042.01,954082,347.17,-101.508,7159.72,-145.965,-327.905,389.51,99.4747,,,,,,,
819288,1873.6,663023,244.611,-182.36,7802.98,227.802,36.3938,333.397,99.4814,,,,,,,
852896,2053.78,540988,415.863,-45.9838,5057.65,316.494,-209.736,1.6322,99.4829,,,,,,,
1.01E+06,1902.15,758853,249.733,-540.197,6897.11,213.373,-307.8,243.144,99.4838,,,,,,,
1.21E+06,2059.29,738204,434.273,-521.471,8727.87,33.4003,-323.515,300.356,99.4865,,,,,,,
866448,2443.93,701359,366.262,-509.307,8169.57,379.467,-573.499,422.138,99.4944,,,,,,,
1.01E+06,1537.1,1.11E+06,1283.79,-965.087,29773.6,697.931,-1229.08,1043.2,99.5023,,,,,,,
994044,1612.46,520638,207.427,-293.211,6050.35,-191.045,210.028,179.819,99.5031,,,,,,,
928843,1672.32,590150,450.746,-340.75,4843.59,348.113,-341.621,300.906,99.5065,,,,,,,
736264,1955.67,526272,101.25,-101.173,4418.73,147.838,-123.758,52.4039,99.5102,,,,,,,
577903,1537.96,442490,160.456,-362.284,5130.15,155.713,-223.947,253.586,99.5102,,,,,,,
1.24E+06,2122.23,759864,154.763,-357.238,8697.66,-85.1151,-479.293,277.837,99.5109,,,,,,,
1.06E+06,1546.37,577544,335.124,-570.487,6682.59,262.955,-57.2207,399.283,99.5117,,,,,,,
1.14E+06,1876.14,869271,214.07,-399.495,10804,317.948,159.189,670.669,99.5144,,,,,,,
1.16E+06,1749.82,669737,184.498,-688.786,7012.02,306.488,-89.2918,163.536,99.5369,,,,,,,
1.06E+06,2173.3,985822,471.907,-614.263,11571.3,-75.8712,-211.571,684.171,99.5495,,,,,,,
819904,2334.92,594861,550.628,-477.924,9483.54,179.361,-221.222,358.069,99.5513,,,,,,,
1.30E+06,1753.97,893975,770.245,-1152.92,12971.6,336.805,-744.224,602.905,99.5561,,,,,,,
1.27E+06,1754.78,737766,589.368,-696.978,10080.3,387.981,-168.565,491.879,99.5587,,,,,,,
1.35E+06,1707.17,940603,509.293,-1330.16,14293.3,339.079,-641.06,656.628,99.5664,,,,,,,
1.33E+06,1794.83,842512,664.243,-1223.78,13139.8,449.377,-82.5195,393.985,99.5671,,,,,,,
1.02E+06,2203.13,775715,435.236,-386.336,8600.16,-244.134,-338.725,354.106,99.5782,,,,,,,
1.07E+06,1879.98,788477,647.066,-670.454,11450.6,174.745,-510.026,389.851,99.5863,,,,,,,
645927,1980.33,605565,488.094,-318.928,7058.13,299.945,-203.972,414.909,99.5899,,,,,,,
587366,1473.22,396332,158.454,-463.052,4285.01,-73.5511,-145.839,135.081,99.5936,,,,,,,
1.25E+06,2159.75,940219,826.141,-461.215,10436,-18.9414,-92.7295,541.027,99.5944,,,,,,,
875621,1794.99,600166,519.214,-316.487,6306.98,222.335,-533.26,33.7729,99.5945,,,,,,,
1.01E+06,1655.25,571367,1.56374,-511.793,7736.25,241.913,-334.876,373.009,99.5966,,,,,,,
1.15E+06,1942.47,897170,380.384,-446.841,8351.4,-96.2755,-292.112,575.111,99.6006,,,,,,,
1.27E+06,2147.01,814031,576.307,-1380.92,11178.7,347.659,-535.481,453.359,99.605,,,,,,,
967319,1507.59,657695,217.527,-137.048,7012.34,-24.4851,-273.436,208.343,99.6145,,,,,,,
1.12E+06,2098.91,678972,15.4318,-561.552,6626.98,128.525,-79.564,397.446,99.6222,,,,,,,
1.21E+06,1745.32,773352,171.053,-446.886,8009.94,-29.2996,46.4915,473.302,99.6231,,,,,,,
1.51E+06,1822.98,911581,1064.17,-1309.68,13517.6,280.089,-1216.79,1116.22,99.6258,,,,,,,
965177,1767.09,437164,442.848,-117.955,7300.92,-64.9593,-139.19,110.404,99.6264,,,,,,,
1.27E+06,1790.65,879303,792.61,-882.343,11417.5,405.849,-405.534,1035.22,99.6278,,,,,,,
1.04E+06,1520.3,519582,643.016,-1007.95,7728.73,282.497,-66.6456,506.708,99.6283,,,,,,,
1.77E+06,1939.39,1.15E+06,1033.91,-1561.47,17200.3,594.322,-654.961,942.738,99.6348,,,,,,,
1.43E+06,2011.94,1.02E+06,757.977,-662.889,9572.43,263.686,-225.926,365.655,99.6361,,,,,,,
1.51E+06,2195.11,1.01E+06,736.633,-1593.43,13693.7,846.341,-539.587,653.812,99.6426,,,,,,,
1.29E+06,2718.07,906130,747.428,-529.356,10532.2,529.178,-566.156,104.876,99.6439,,,,,,,
810206,1924.09,598858,351.622,-418.509,5692.64,227.096,-158.602,145.737,99.6445,,,,,,,
1.09E+06,1777.02,815560,310.066,-658.026,7646.55,458.325,-192.595,279.963,99.6483,,,,,,,
713832,1649.11,572838,176.881,-363.4,6093.62,49.7457,-330.063,238.085,99.6487,,,,,,,
871657,1809.85,674328,413.934,-574.884,7498.54,186.139,-524.624,336.061,99.6538,,,,,,,
1.77E+06,1974.52,864281,462.69,-560.756,11139.4,339.336,-196.541,766.526,99.66,,,,,,,
1.22E+06,2205.67,1.07E+06,306.775,-355.822,10724.6,388.881,201.987,152.601,99.661,,,,,,,
1.61E+06,2347.59,862151,592.979,-969.97,10595.9,85.4143,-793.122,476.313,99.6708,,,,,,,
979250,1919.1,607957,325.462,-1105.96,9611.03,376.138,-574.773,595.764,99.6725,,,,,,,
857575,1603.86,560305,332.034,-199.191,6203.2,230.447,-373.401,444.366,99.6728,,,,,,,
1.07E+06,2031.36,745232,467.78,-783.361,11522.7,130.916,-549.119,172.042,99.6805,,,,,,,
1.45E+06,1947.32,903314,588.695,-863.803,11350.6,344.494,-938.897,393.985,99.6814,,,,,,,
1.69E+06,2116.44,1.32E+06,920.109,-606.383,16715.2,373.892,-308.676,531.472,99.6832,,,,,,,
557421,1763.55,460295,-27.1986,-244.807,4433.58,-121.451,64.9443,122.326,99.6836,,,,,,,
940736,1470.56,484933,500.843,-992.072,7454.97,-103.018,-751.536,338.819,99.6856,,,,,,,
1.50E+06,1972.94,1.17E+06,584.04,-800.414,15202.1,416.189,-182.644,514.602,99.6868,,,,,,,
1.04E+06,1866.19,903609,418.438,-350.293,9749.32,479.266,-402.789,253.952,99.6902,,,,,,,
1.38E+06,2091.08,970645,605.737,-802.462,11143,403.676,-601.365,443.84,99.6927,,,,,,,
1.05E+06,1725.13,635272,524.788,-1051.23,7164.21,316.95,-527.093,580.435,99.6938,,,,,,,
1.32E+06,1901.5,772370,542.251,-421.349,8336.51,205.205,277.714,450.097,99.6951,,,,,,,
1.11E+06,2122.82,881129,547.575,-475.097,9584.3,332.771,-443.544,233.586,99.6983,,,,,,,
1.09E+06,1798.31,818384,345.742,-497.38,8819.72,458.615,-146.834,262.644,99.7051,,,,,,,
982862,1731.61,578308,335.666,-401.749,6156.92,167.04,-11.5394,175.36,99.7137,,,,,,,
1.29E+06,1898.69,590087,224.587,-420.456,6738.82,290.213,-290.721,222.342,99.7219,,,,,,,
1.25E+06,1877.82,773751,706.12,-776.974,11165.7,-132.857,-202.678,1483.54,99.7272,,,,,,,
1.57E+06,2518.55,1.09E+06,949.028,-1770.39,16872.2,667.046,-962.541,834.398,99.7303,,,,,,,
1.11E+06,2139.8,774227,122.2,-596.884,10321.9,506.044,-281.387,572.812,99.7333,,,,,,,
1.15E+06,1897.61,621796,365.318,-482.311,5861.98,254.862,-137.613,347.584,99.7401,,,,,,,
962578,2018.25,721517,630.536,-846.149,10330.5,225.893,-683.185,161.017,99.7448,,,,,,,
1.36E+06,2436.04,1.16E+06,659.917,-204.875,12755.4,255.322,-469.991,271.465,99.7498,,,,,,,
1.08E+06,2087.35,740919,568.036,-430.181,8628.1,236.974,163.62,311.412,99.7504,,,,,,,
1.26E+06,1940.54,792950,661.78,-524.526,9545.37,299.417,-519.944,445.431,99.7508,,,,,,,
554767,1816.62,442652,452.664,-28.0474,4833.04,0.0259183,-121.283,103.828,99.7606,,,,,,,
1.01E+06,1798.8,733596,765.083,-632.033,8500.29,246.563,-849.352,243.558,99.7696,,,,,,,
1.36E+06,1939.59,944918,809.262,-1456.61,15737.1,653.748,-832.883,793.898,99.7702,,,,,,,
770785,1665.88,390000,310.588,-317.946,6615.22,387.834,-153.822,177.725,99.773,,,,,,,
992858,1650.89,548561,157.197,-85.0374,7876.42,180.577,-79.0552,339.398,99.7803,,,,,,,
1.11E+06,1824.79,709596,540.246,-916.429,9719.32,-22.2061,-543.62,543.729,99.8014,,,,,,,
1.26E+06,2060.21,811191,355.021,-827.951,12706.5,528.427,-570.259,473.779,99.8015,,,,,,,
1.28E+06,2013.65,616309,441.483,-249.178,7193.5,319.69,-37.3385,274.124,99.8104,,,,,,,
762293,1538.04,359362,163.151,55.5461,4026.53,180.331,-52.6346,-37.2371,99.8139,,,,,,,
1.53E+06,2114.58,901135,560.196,-859.807,11313.8,-20.989,-484.991,620.01,99.8182,,,,,,,
1.30E+06,1756.14,779635,871.481,-1865.55,13219.7,797.748,-1167.26,785.211,99.8197,,,,,,,
1.02E+06,1666.39,570824,459.673,-474.569,7408.62,-3.57934,-138.803,418.474,99.8319,,,,,,,
847012,1653.74,491660,296.979,-246.894,4777.31,-184.058,-305.431,187.644,99.8328,,,,,,,
767857,1673.09,480565,315.359,-183.8,4679.62,-131.837,172.099,223.964,99.8453,,,,,,,
995012,1698.67,600778,357.513,-447.176,7313.31,-14.5878,-466.429,510.67,99.8554,,,,,,,
1.25E+06,2061.35,840580,517.189,-491.693,8088.84,450.753,-523.266,420.822,99.8567,,,,,,,
1.37E+06,1842.44,827502,736.27,-879.654,11193.4,548.86,-214.111,610.082,99.8568,,,,,,,
706879,1867.73,358595,103.603,-232.297,3175.01,101.371,-19.8103,49.3733,99.8572,,,,,,,
1.35E+06,2137.19,774189,442.529,-396.158,8600.95,-54.2926,29.8739,164.12,99.8662,,,,,,,
1.26E+06,2201.38,735661,374.911,-767.664,9179.01,246.715,-11.3251,361.473,99.8673,,,,,,,
1.02E+06,2019.89,818898,195.745,-413.265,10268,81.0066,-129.151,184.144,99.8866,,,,,,,
1.66E+06,2336.29,1.12E+06,1234.4,-1430.72,18534.5,320.417,-843.076,663.339,99.893,,,,,,,
1.48E+06,1949.12,665919,406.131,-814.226,8703.16,-20.8712,-163.731,482.713,99.8966,,,,,,,
875808,1686.6,644718,607.281,-724.189,10907.4,168.727,-821.819,390.16,99.9001,,,,,,,
952227,1832.33,821015,487.232,-754.214,11389.8,530.4,-620.3,366.679,99.9041,,,,,,,
903481,1902.53,541533,63.4254,-93.3786,6985.27,224.561,-665.613,283.161,99.9086,,,,,,,
1.05E+06,1941.45,681790,607.851,-1110.12,11184.7,199.905,-948.385,579.487,99.9095,,,,,,,
792974,1590.4,526286,344.642,-593.282,6945.12,247.873,-6.8628,207.316,99.9283,,,,,,,
842218,1828.27,547359,-35.7461,-118.846,4838.9,172.9,25.8444,143.133,99.9367,,,,,,,
880406,1617.49,854176,782.468,-1603.04,13413,755.457,-1206.71,586.952,99.9388,,,,,,,
839469,1854.35,689742,527.236,-711.12,7769.53,279.593,-138.645,304.997,99.9436,,,,,,,
1.32E+06,1785.07,1.07E+06,692.07,-1220.1,12394.1,205.256,-344.404,528.791,99.9445,,,,,,,
1.09E+06,1749.23,522439,331.262,-309.044,5105.1,89.1037,232.071,83.2826,99.945,,,,,,,
985801,1662.31,487322,376.621,-564.716,7691.24,271.435,-607.641,381.648,99.9455,,,,,,,
1.47E+06,1955.88,864802,420.669,-693.049,9943.7,-80.891,-381.851,421.288,99.9557,,,,,,,
1.09E+06,1648.03,661102,192.814,-437.517,6600.89,302.816,-254.194,278.188,99.9657,,,,,,,
1.47E+06,2013.82,1.23E+06,514.407,-116.302,10260.2,-277.086,-0.952181,191.226,99.9694,,,,,,,
878542,1790.03,649404,408.643,-356.75,6306.73,152.295,-149.196,246.561,99.9712,,,,,,,
894680,1824.68,730626,751.461,-1258.27,13106.4,209.911,-365.681,758.644,99.9782,,,,,,,
1.18E+06,1958.13,504082,223.213,-493.996,6044.34,212.134,-267.024,412.325,99.9801,,,,,,,
1.10E+06,1868.68,686930,363.449,-425.967,8587.68,330.587,92.9722,193.883,99.981,,,,,,,
789399,1665.15,462902,276.262,-116.153,4068.91,-126.95,-250.323,212.439,99.9812,,,,,,,
897250,1660.85,735871,258.016,-409.983,7573.95,379.878,-149.775,353.14,99.983,,,,,,,
938938,2069.46,603752,386.431,-272.653,6319.85,-262.935,-349.442,337.63,99.9866,,,,,,,
850259,2227.08,496426,6.12411,-331.703,5493.59,-45.0613,-196.115,217.932,99.9934,,,,,,,
1.67E+06,2013.39,950586,447.641,-802.725,10684.9,586.497,-540.704,284.313,99.9984,,,,,,,
1.30E+06,1756.24,701487,598.334,-415.817,7560.68,-100.142,-290.061,307.556,100.001,,,,,,,
1.09E+06,1676.85,798470,553.619,-918.848,10388,400.023,-853.765,317.848,100.001,,,,,,,
1.36E+06,2245.38,696020,1506.63,-2872.91,19380.2,653.189,-1238.36,946.43,100.001,,,,,,,
652874,1769.38,760017,366.554,-328.25,8726.22,152.301,113.915,178.329,100.003,,,,,,,
667297,1738.17,592800,300.542,-193.941,6918.09,299,-496.383,374.143,100.005,,,,,,,
811544,1706.18,519202,292.185,69.6655,4603.6,-77.0789,-29.2253,164.685,100.006,,,,,,,
1.00E+06,2449.27,557408,207.87,-351.618,6515.11,217.194,413.541,-137.057,100.01,,,,,,,
1.23E+06,2071.93,703220,612.633,-765.938,10984.7,35.9185,113.236,611.39,100.015,,,,,,,
1.28E+06,1896.39,867169,565.286,-680.296,8061.37,320.246,344.347,455.155,100.024,,,,,,,
1.47E+06,2270.7,1.04E+06,447.419,-985.27,12662.7,-13.8466,-429.462,824.29,100.029,,,,,,,
1.06E+06,1849.57,756295,228.593,-237.554,9029.45,-123.707,-179.519,148.956,100.032,,,,,,,
1.00E+06,2374.96,635399,279.89,-483.282,5912.95,-175.853,-986.88,345.359,100.038,,,,,,,
670988,1976.9,558454,322.649,-200.453,7642.06,405.946,-525.451,64.0602,100.04,,,,,,,
811890,1750.41,688098,308.024,-349.241,6779.44,-69.2057,-501.062,248.662,100.043,,,,,,,
982293,1628.06,733781,642.441,-391.128,8935.32,511.397,-420.434,376.116,100.044,,,,,,,
1.14E+06,1491.15,625387,510.648,-782.986,10568.7,196.997,-467.501,461.39,100.046,,,,,,,
1.08E+06,1800.32,615087,435.664,-331.866,8218.02,325.359,-96.9596,310.978,100.053,,,,,,,
556260,1614.98,429021,453.073,-438.815,5280.91,391.827,-135.268,228.307,100.054,,,,,,,
997299,1904.83,657334,432.202,-854.31,10180.8,119.411,-315.881,349.341,100.057,,,,,,,
778465,1906.25,742982,592.839,-619.942,10215.4,422.252,-271.009,385.479,100.058,,,,,,,
1.11E+06,1847.33,593402,546.036,-474.951,7925.54,137.265,-474.402,282.695,100.059,,,,,,,
1.03E+06,1858.24,848284,670.811,-1196.42,12057.5,442.752,-488.862,411.815,100.06,,,,,,,
737315,1756.52,645151,396.78,-429.676,8034.93,292.271,-85.489,431.638,100.062,,,,,,,
1.16E+06,1882.28,763318,494.441,-565.803,8745.43,246.622,-665.82,329.756,100.067,,,,,,,
1.03E+06,2010.94,795196,362.638,-354.082,9830.83,294.838,-326.253,362.788,100.07,,,,,,,
1.23E+06,1847.2,805645,361.156,-277.738,9120.56,393.133,-92.4975,220.779,100.07,,,,,,,
1.09E+06,1709.83,732141,525.529,-420.179,9937.94,443.833,-455.542,425.58,100.082,,,,,,,
1.17E+06,2048.61,771717,581.565,-376.308,8525.71,206.728,184.427,171.614,100.082,,,,,,,
1.61E+06,1930.66,1.00E+06,559.791,-379.762,11026.7,100.325,-479.624,248.219,100.09,,,,,,,
1.26E+06,2031.09,915746,977.976,-558.604,12989.1,-23.0384,-217.527,358.034,100.1,,,,,,,
1.11E+06,2592.08,882892,676.612,-753.591,10527.3,-128.103,-679.278,423.535,100.103,,,,,,,
1.08E+06,1739.97,789260,439.171,-732.827,9849.03,177.011,-265.141,487.317,100.107,,,,,,,
1.01E+06,1629.87,632030,179.179,-256.165,6326.5,-36.4421,-56.0051,434.211,100.125,,,,,,,
