FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
1.20E+06,2001.72,785728,327.228,-434.657,10781.6,265.909,-28.5817,62.3388,97.2682,,,,,,,
1.04E+06,1710.87,530548,413.929,-297.29,7337.82,233.807,-507.545,73.427,97.27,,,,,,,
1.15E+06,1711.44,503825,697.118,-435.929,8011.13,461.454,-433.874,120.485,97.2811,,,,,,,
803121,1559.98,404269,320.184,-0.267815,3808.22,7.55847,237.431,183.362,97.287,,,,,,,
1.72E+06,2206.57,1.33E+06,541.519,-753.407,13974,443.414,147.256,511.498,97.2909,,,,,,,
1.04E+06,2124.27,735408,440.39,-195.552,8093.9,55.9322,113.991,306.527,97.291,,,,,,,
1.39E+06,1908.36,826259,612.868,-818.429,12417.9,279.43,-414.014,748.934,97.2911,,,,,,,
846792,2085.33,738025,177.436,-78.639,8446.43,-119.584,-8.77368,93.4515,97.3036,,,,,,,
1.15E+06,2037.67,790457,595.556,-534.347,9483.4,353.028,-321.779,721.156,97.3085,,,,,,,
1.03E+06,2030.65,537179,395.815,-585.702,6450,183.345,-646.553,380.028,97.3231,,,,,,,
1.36E+06,2397.73,741720,483.447,-852.779,9504.42,574.451,-656.887,356.921,97.3241,,,,,,,
1.33E+06,2109.2,814294,1239.07,-1666.84,15871.2,589.559,-878.644,937.489,97.3266,,,,,,,
721543,2241.68,592031,1.55091,-558.463,5412.13,313.06,-163.569,678.219,97.3485,,,,,,,
801874,1644.58,557051,312.398,-63.4597,5226.73,-87.6001,-395.44,142.091,97.3506,,,,,,,
886189,1758.75,364218,343.419,-298.744,4690.1,144.596,-126.057,213.355,97.354,,,,,,,
1.17E+06,1866.76,972076,437.404,-521.953,9931.09,723.217,-763.778,595.651,97.368,,,,,,,
604683,1934.31,351675,343.785,-376.055,3566.4,164.657,-400.344,296.702,97.3801,,,,,,,
1.21E+06,1789.8,780612,507.194,-54.345,9332.6,335.202,-349.062,15.3202,97.3816,,,,,,,
988544,1694.12,763607,249.049,-1396.84,9286.58,461.284,-812.575,3589.82,97.3865,,,,,,,
813028,1714.06,557348,772.755,-803.478,4934.16,-85.4072,-598.774,80.5026,97.3899,,,,,,,
932713,2018.28,637660,463.794,-215.001,9067.24,180.502,-106.297,371.287,97.3939,,,,,,,
1.22E+06,2189.07,935147,475.913,-767.542,10725.7,-30.1335,-435.866,375.281,97.3981,,,,,,,
866788,1749.43,560037,302.483,-101.205,4999.7,241.13,121.435,-95.9837,97.4004,,,,,,,
1.39E+06,2017.48,1.13E+06,700.375,-1210.81,15536.5,367.304,-997.199,768.286,97.4092,,,,,,,
915415,2020.89,554156,392.185,-185.1,6190.49,279.852,-83.5413,127.042,97.4172,,,,,,,
1.63E+06,2337.13,1.13E+06,854.235,-1797.92,21296.6,450.055,-1012.56,963.701,97.4258,,,,,,,
981101,2051.47,742498,673.441,-454.13,7623.8,154.3,-156.916,471.322,97.426,,,,,,,
882583,2562.39,714555,266.833,-259.444,7681.61,124.186,-101.747,378.093,97.4296,,,,,,,
1.58E+06,2538.06,981173,220.831,-146.241,11496.7,181.624,140.035,562.211,97.4311,,,,,,,
1.16E+06,1813.65,707644,412.88,-181.466,8355.22,203.315,-351.442,36.388,97.4314,,,,,,,
1.09E+06,1708.93,594212,551.673,-386.035,9131.78,-22.4255,438.47,305.307,97.4375,,,,,,,
949026,1976.04,611464,424.132,-837.064,9645.16,-6.46338,-402.462,432.348,97.4414,,,,,,,
1.10E+06,1840.2,691554,375.03,-362.198,8162.77,-129.441,-488.103,440.484,97.4437,,,,,,,
1.29E+06,1955.42,650258,418.786,-571.582,7722.08,-74.5319,-625.672,407.742,97.4456,,,,,,,
1.11E+06,1968.37,1.14E+06,504.503,-1285.87,16446.1,557.023,-386.283,515.192,97.4603,,,,,,,
1.04E+06,1600.13,632701,684.65,-805.934,11409.2,303.982,-290.969,184.702,97.472,,,,,,,
1.32E+06,1975.33,1.04E+06,629.526,-830.399,10581.2,457.166,-727.413,588.389,97.4727,,,,,,,
1.38E+06,1856.6,857595,1039.13,-1133.99,12185.3,389.355,-1021.29,595.548,97.4736,,,,,,,
1.30E+06,1690.86,695948,493.322,-965.148,7767.66,207.433,-347.313,291.128,97.476,,,,,,,
938043,1720.98,664353,434.745,-262.208,8538.38,222.515,-386.15,143.121,97.4783,,,,,,,
1.05E+06,1853.55,863571,304.477,-426.857,7756.35,-121.222,-143.072,266.259,97.48,,,,,,,
872502,2435.98,561631,247.903,-236.372,5476.43,156.207,-331.633,152.331,97.4801,,,,,,,
878059,2470.03,626666,147.663,-130.026,5795.53,-101.973,-18.174,387.91,97.4832,,,,,,,
962219,1830.54,592015,265.293,-471.387,6584.75,369.054,147.371,123.5,97.4859,,,,,,,
1.64E+06,1985.97,1.32E+06,868.601,-1257.48,17702.7,542.591,-1157.09,590.92,97.4865,,,,,,,
1.41E+06,2562.24,782082,162.842,-646.14,8116.86,-82.8949,-461.417,61.4138,97.4894,,,,,,,
690944,1512.33,475897,359.067,-286.797,4925.58,81.6358,-367.895,337.204,97.4944,,,,,,,
1.00E+06,1606.41,643928,372.216,-732.261,8500.2,151.467,-712.045,229.374,97.4949,,,,,,,
1.30E+06,1600.18,871600,632.952,-938.608,13316.1,-81.7804,-569.157,501.951,97.4952,,,,,,,
1.36E+06,2058.55,1.01E+06,636.13,-378.896,13357.6,118.155,-178.521,206.984,97.4981,,,,,,,
889358,1923.03,656804,443.285,-357.202,7318.22,111.807,-138.169,430.711,97.5188,,,,,,,
1.12E+06,1785.29,811562,766.578,-1174.29,11750.5,291.042,-815.96,621.528,97.5188,,,,,,,
935460,1697.75,689934,424.732,-210.66,6949.14,303.007,-66.1454,334.773,97.5204,,,,,,,
889015,2135.57,592618,267.748,-225.321,5924.21,354.405,-472.753,21.2477,97.5253,,,,,,,
1.30E+06,1912.23,638577,611.451,-122.036,7614.08,377.511,-333.985,281.778,97.5275,,,,,,,
874284,1583.11,529984,335.605,-782.586,5979.17,370.993,-767.029,209.997,97.5357,,,,,,,
878694,2071.97,689857,683.371,-879.146,9598.44,318.52,-779.998,320.731,97.539,,,,,,,
1.75E+06,1992.01,1.26E+06,870.863,-911.527,15077.3,283.714,-326.036,491.725,97.5442,,,,,,,
1.15E+06,2646.82,787434,531.127,-271.578,6535.11,-65.0938,117.01,129.526,97.5447,,,,,,,
1.06E+06,1551.72,622328,291.718,-83.3825,6547.94,220.551,-434.632,170.491,97.5481,,,,,,,
1.38E+06,2591.05,791593,539.436,-482.459,9849.17,120.665,-593.221,333.627,97.5482,,,,,,,
775595,1846,518956,-15.7264,10.4037,5951.33,-107.392,55.2512,0.676616,97.5482,,,,,,,
1.29E+06,1931.8,760844,663.574,-918.553,10262.2,284.644,-252.853,474.173,97.5505,,,,,,,
1.63E+06,1738.36,1.05E+06,1101.59,-1475.08,15556.6,182.115,-845.594,1023.68,97.5507,,,,,,,
1.33E+06,2513.89,789606,624.471,-824.927,7660.86,36.1773,-964.926,610.712,97.565,,,,,,,
1.48E+06,1924.45,987378,839.847,-783.747,13366.3,588.921,-68.7682,357.715,97.5677,,,,,,,
1.02E+06,2258.37,784898,650.909,-387.338,11676.3,251.328,-304.02,333.105,97.569,,,,,,,
1.19E+06,1941.5,1.00E+06,768.258,-779.766,14268.4,448.82,-53.1433,643.675,97.577,,,,,,,
1.03E+06,1784.7,704321,165.177,-829.225,7934.36,242.744,-3.82904,321.747,97.5794,,,,,,,
1.09E+06,1881.08,932063,517.764,-882.602,11512.5,323.48,-839.775,628.891,97.585,,,,,,,
1.13E+06,1796.61,675355,305.522,-472.303,6987.39,409.314,177.766,350.647,97.588,,,,,,,
937298,1596.84,478776,223.796,-361.699,4954.87,129.019,-30.1985,369.361,97.5909,,,,,,,
1.54E+06,2343.86,1.07E+06,901.831,-457.866,12279,100.886,-639.96,801.912,97.5917,,,,,,,
808719,2189.89,657573,668.526,-298.829,7276.89,181.549,147.564,515.533,97.5945,,,,,,,
1.40E+06,1923.2,889094,672.726,-817.889,12416.2,459.437,-752.708,676.771,97.5995,,,,,,,
1.21E+06,2020.72,795878,351.017,-679.952,8013.24,-183.443,-351.072,95.5042,97.6096,,,,,,,
894777,1649.9,681656,317.073,-230.382,7612.45,-36.2563,-575.161,325.966,97.6184,,,,,,,
1.71E+06,2136.43,1.06E+06,405.533,-765.303,12648.6,535.755,82.4291,292.798,97.6264,,,,,,,
1.36E+06,2077.34,852155,524.062,-1015.37,12782.4,117.215,-605.748,652.455,97.6298,,,,,,,
1.26E+06,1998.85,853834,549.375,-871.454,7930.82,467.089,-235.311,608.855,97.6375,,,,,,,
838416,1737.2,538825,358.614,-368.564,7058.85,250.031,30.5498,290.396,97.6494,,,,,,,
1.30E+06,2033.46,840833,412.371,-873.719,10296.6,330.951,-191.767,458.288,97.6657,,,,,,,
1.02E+06,1860.75,649883,800.764,-1104.1,11899.2,269.234,-608.649,642.151,97.6667,,,,,,,
990842,1676.2,634656,312.294,-289.305,6021.84,13.3202,-572.454,242.259,97.6677,,,,,,,
923686,1706.5,754002,199.225,-322.423,7931,240.999,-304.911,338.594,97.6678,,,,,,,
1.00E+06,2597.14,714108,427.037,-595.253,8894.75,583.721,-459.653,494.922,97.6703,,,,,,,
1.29E+06,1826.85,920976,722.077,-842.107,10953.1,296.021,-225.185,499.859,97.6704,,,,,,,
1.14E+06,2322.09,687596,621.98,-887.154,10586.2,-338.95,-1034.39,340.325,97.6713,,,,,,,
1.18E+06,2082.63,854027,600.261,-570.308,11093.7,112.791,-291.015,529.52,97.684,,,,,,,
1.15E+06,1815.83,643643,219.214,-451.262,6676.7,99.2134,-218.539,263.149,97.6841,,,,,,,
1.04E+06,2073.28,911434,429.515,-424.887,8946.52,142.06,-374.218,290.714,97.6861,,,,,,,
1.20E+06,1866.18,937678,386.128,-880.948,10676.8,88.3128,-316.25,727.144,97.6868,,,,,,,
1.34E+06,1885.78,737388,261.903,-658.867,9895.63,21.8997,-337.326,143.328,97.6902,,,,,,,
1.01E+06,1728.77,659537,558.083,-1055.27,8517.96,621.186,-794.765,696.348,97.6936,,,,,,,
955147,1627.6,598321,516.317,-373.182,5859.21,142.401,-36.0251,172.284,97.699,,,,,,,
1.17E+06,1881.1,867691,540.849,-584.473,10501.3,274.615,92.5768,334.315,97.7085,,,,,,,
1.03E+06,1960.45,661863,123.655,-289.967,5144.25,142.386,-315.787,254.936,97.7098,,,,,,,
1.18E+06,1963.03,846153,404.156,-772.575,10266,-140.253,-410.457,524.009,97.7103,,,,,,,
840690,1618.88,550961,217.578,-189.793,5585.96,269.423,-170.424,244.379,97.7246,,,,,,,
795758,1691.61,653972,409.363,-831.936,8554.81,23.934,-147.749,48.894,97.7293,,,,,,,
1.38E+06,1919.87,731748,700.418,-458.238,8144.12,161.532,-374.54,368.969,97.7375,,,,,,,
1.69E+06,1891.28,833194,533.103,-755.417,9894.42,-206.383,-77.1692,787.067,97.7707,,,,,,,
1.39E+06,1721.98,862115,614.116,-971.864,14656,-21.551,-825.052,361.322,97.7712,,,,,,,
876230,1750.52,581841,382.301,-298.427,8734.56,91.9366,-199.953,383.111,97.7734,,,,,,,
1.17E+06,2336.62,714571,510.751,-883.928,8446.25,572.358,-483.297,577.874,97.7764,,,,,,,
1.15E+06,1753.12,611809,799.646,-834.417,10659.4,477.96,-414.716,254.454,97.7788,,,,,,,
1.15E+06,1731.6,680035,261.89,-236.14,8356.35,117.335,-214.439,186.57,97.7845,,,,,,,
825025,1688.62,543357,340.137,-348.897,5659.78,-166.808,-369.705,94.8092,97.7853,,,,,,,
799527,1606.33,675496,167.577,-302.46,6633.48,170.718,-260.992,227.535,97.7863,,,,,,,
1.28E+06,1948.08,758056,671.588,-443.078,8543.36,344.447,-447.512,534.146,97.7863,,,,,,,
1.07E+06,1597.23,567429,451.059,-938.039,7717.16,215.137,-351.071,607.995,97.7895,,,,,,,
1.63E+06,2184.85,1.32E+06,880.138,-1092.02,14868.1,741.233,-404.3,583.356,97.7915,,,,,,,
1.87E+06,2236.27,1.23E+06,1220.14,-1974.49,22303.3,452.837,-1165.97,525.397,97.7929,,,,,,,
1.49E+06,2021.68,914435,496.63,-499.228,10609.3,205.133,-699.625,437.013,97.7939,,,,,,,
986547,2015.25,731761,-38.702,-99.3169,7317.32,64.0883,185.426,505.314,97.7958,,,,,,,
900622,1634.87,510142,313.435,-314.874,4935.72,-46.4279,-388.07,174.96,97.7973,,,,,,,
1.35E+06,2176.61,882114,383.883,-485.839,9899.22,507.974,-273.776,381.075,97.8001,,,,,,,
1.11E+06,1787.21,716052,478.861,-90.5581,9372.54,410.221,651.134,232.897,97.8083,,,,,,,
767030,1695.24,540053,231.834,-533.462,6576.93,-178.489,-427.163,164.995,97.8166,,,,,,,
1.05E+06,1750.9,709221,281.503,-926.833,10888.5,535.275,-517.759,367.626,97.817,,,,,,,
1.15E+06,1857.92,1.08E+06,372.533,-488.363,10768.3,161.276,-118.733,591.463,97.8235,,,,,,,
1.24E+06,1916.8,905065,886.961,-1447.62,12621.1,66.4484,-704.124,714.87,97.8349,,,,,,,
1.05E+06,1996.32,675635,563.389,-1021.49,8535.05,365.074,246.586,414.901,97.8353,,,,,,,
1.39E+06,1880.65,949777,350.294,-887.341,9466.32,231.571,-924.8,382.84,97.8354,,,,,,,
950126,2060.8,713711,709.619,-629.634,8859.74,460.525,-453.793,304.254,97.8634,,,,,,,
1.16E+06,2551.48,939319,583.128,-518.727,10306.7,149.016,-76.4058,181.469,97.8715,,,,,,,
1.15E+06,1567.33,386751,283.061,-579.361,5001.24,148.77,-611.633,299.403,97.8971,,,,,,,
995446,1889,761008,421.322,-672.782,7327.72,271.064,-970.745,239.077,97.9057,,,,,,,
1.29E+06,1938.95,799429,439.741,-615.418,10052.3,305.228,-358.274,336.525,97.9141,,,,,,,
1.10E+06,1749.39,732689,126.495,-422.325,5995.33,240.99,224.151,254.536,97.9241,,,,,,,
1.13E+06,1802.36,614961,308.689,-504.592,8002.76,376.503,154.029,194.528,97.927,,,,,,,
1.31E+06,1760.93,759974,433.909,-381.385,8151.46,147.943,-139.087,-84.327,97.9327,,,,,,,
828632,2086.74,692567,683.699,-952.327,9500.01,-57.0476,-335.166,564.579,97.9483,,,,,,,
596556,1528.83,430831,221.951,-441.048,7115.75,388.925,-71.6478,87.1715,97.9498,,,,,,,
1.08E+06,1837.98,829836,514.257,-347.338,10323.1,359.015,-761.049,346.326,97.9586,,,,,,,
1.13E+06,1815.21,790395,230.198,-541.59,9035.84,132.444,-585.201,332.862,97.9777,,,,,,,
1.32E+06,2056.79,760373,415.175,-810.415,9875.09,301.593,-781.299,506.78,97.9806,,,,,,,
1.44E+06,1935.26,886241,713.677,-702.682,10653.8,55.6047,-929.017,534.123,97.9861,,,,,,,
1.56E+06,1884.97,1.10E+06,658.376,-1178.44,13941.3,489.896,-793.487,493.873,97.9949,,,,,,,
920324,1528.38,526993,204.074,-21.9788,5731.47,64.5351,14.8431,-79.147,98.0012,,,,,,,
1.68E+06,1878.45,1.27E+06,950.114,-1177.6,16003.8,369.593,-477.291,446.097,98.0066,,,,,,,
1.27E+06,2023.73,607469,124.897,-536.535,6380.88,-195.475,-161.449,373.766,98.0067,,,,,,,
1.34E+06,2553.52,1.34E+06,695.862,-773.495,14327.9,391.554,-625.361,308.291,98.0174,,,,,,,
1.11E+06,2071.25,837947,659.501,-716.293,11168.9,465.348,-213.24,439.29,98.0291,,,,,,,
955742,1647.32,450727,136.943,-541.562,6669.21,475.769,-123.901,268.406,98.0481,,,,,,,
556490,1567.58,431555,215.882,-439.523,4571.5,220.722,-386.173,270.144,98.0506,,,,,,,
992718,1680.15,661604,384.164,-393.49,7453.67,294.748,-332.63,323.895,98.051,,,,,,,
1.01E+06,1727.86,665801,137.723,-657.352,7278.51,196.609,-594.838,254.47,98.0539,,,,,,,
831531,1890.28,464361,526.67,-516.477,5605.78,71.4245,-716.383,191.39,98.0613,,,,,,,
1.48E+06,2000.85,954379,869.733,-879.945,10826.8,389.067,-376.481,432.648,98.0646,,,,,,,
932553,2055.11,684465,321.158,-556.139,9095.04,-6.74152,-843.589,509.482,98.068,,,,,,,
810767,1900.87,527046,254.296,-911.537,8031.36,730.635,-262.21,497.159,98.0729,,,,,,,
605686,1772.96,381768,60.6614,-291.168,4397.82,119.656,16.6093,195.952,98.0806,,,,,,,
1.09E+06,1639.14,720300,294.093,-215.651,6419.84,232.351,-167.53,-117.017,98.081,,,,,,,
1.38E+06,2151.51,955353,646.994,-585.526,12515.6,187.785,-383.295,564.168,98.0842,,,,,,,
1.31E+06,1725.99,838077,347.86,-416.78,10408.6,476.263,103.253,474.248,98.0874,,,,,,,
952536,2269.76,664673,510.819,-649.917,7402.77,-33.4695,-851.514,382.61,98.0903,,,,,,,
1.12E+06,1573.84,780686,623.925,-910.374,10791.2,-2.83439,-1077.42,332.422,98.096,,,,,,,
693458,2072.97,726532,576.481,-552.165,8045.25,302.645,-309.671,188.918,98.0968,,,,,,,
766861,1734.58,529047,339.937,-624.438,7758.99,-105.43,-302.741,188.569,98.107,,,,,,,
1.22E+06,1595.75,828213,205.072,-716.731,10446.4,186.066,-646.954,2248.96,98.1105,,,,,,,
1.42E+06,2409.48,963453,817.163,-1290.71,13278.5,483.624,-535.883,775.829,98.1138,,,,,,,
924091,1852.43,605203,312.761,-628.947,7845.75,270.788,-383.29,394.423,98.1162,,,,,,,
885849,2028.06,596856,566.939,-641.553,8676.02,75.2655,-42.0598,331.673,98.1363,,,,,,,
1.36E+06,2295.83,936574,488.2,-542.154,9846.81,347.348,-492.113,494.42,98.1631,,,,,,,
1.29E+06,1932.91,1.23E+06,448.087,-855.763,16765.3,41.1939,-755.212,669.972,98.1858,,,,,,,
1.18E+06,2203.5,981047,501.296,-608.194,10067.6,225.219,-195.655,371.984,98.202,,,,,,,
1.23E+06,1894.55,823049,324.148,-656.495,9441.77,136.369,258.302,578.184,98.3643,,,,,,,
1.78E+06,1650.41,1.39E+06,1211.77,-2048.78,27585.8,607.908,-1271.22,963.677,98.3908,,,,,,,
1.08E+06,1749.68,779821,791.065,-1452.26,13392,244.454,-719.752,873.858,98.4133,,,,,,,
1.36E+06,1969.15,841450,2505.15,-6309.86,22094.1,940.463,-4191.33,1909.68,98.4211,,,,,,,
927134,1600.1,498168,222.477,-370.944,5990.88,-33.5312,-455.65,97.6855,98.4217,,,,,,,
1.45E+06,2115.32,1.01E+06,524.259,-583.57,9326.28,111.959,-333.847,266.037,98.4291,,,,,,,
1.36E+06,2063.82,1.08E+06,836.462,-1005.75,16625,351.514,-780.16,649.732,98.4316,,,,,,,
1.51E+06,1931.09,865436,718.69,-1253.85,12908.5,248.561,-591.608,349.906,98.433,,,,,,,
1.24E+06,1948,783282,509.28,-535.27,8023.69,360.87,-297.745,431.761,98.4368,,,,,,,
1.12E+06,2040.96,971032,708.557,-368.185,11090.1,607.253,-184.098,685.23,98.4401,,,,,,,
1.09E+06,1768.66,600198,326.751,-25.7525,6234.95,440.028,-372.967,191.8,98.442,,,,,,,
628765,1640.24,324360,95.6527,-226.794,3321.88,-44.3141,-354.123,332.76,98.4453,,,,,,,
1.29E+06,1672.87,864926,425.521,-832.239,9962.69,487.729,-343.606,305.974,98.4527,,,,,,,
519179,1527.56,579975,245.948,-266.025,5807.51,388.401,-99.5007,333.097,98.4688,,,,,,,
1.17E+06,1844.01,684559,282.165,-258.599,8102.6,-34.7256,-591.953,410.848,98.476,,,,,,,
1.29E+06,1997.53,723899,185.37,-165.429,6414.51,77.0423,-244.321,-65.5288,98.4809,,,,,,,
1.01E+06,1617.79,632751,536.479,-838.844,7858,251.707,-418.188,409.287,98.4851,,,,,,,
955154,1879.5,603345,370.15,-756.985,7737.65,222.418,-719.011,833.037,98.4974,,,,,,,
1.16E+06,1571.94,715165,356.972,-474.73,8042.74,164.788,-329.116,208.731,98.5211,,,,,,,
1.01E+06,1805.68,558823,292.543,-303.297,7720.98,34.1265,-93.1291,271.066,98.5349,,,,,,,
1.41E+06,2208.14,1.19E+06,715.139,-1496.48,15367.3,562.937,-586.029,765.009,98.5372,,,,,,,
974093,1598.94,572252,418.215,-89.3516,6905.84,28.4532,-552.383,30.6791,98.5441,,,,,,,
1.46E+06,2231.68,1.02E+06,578.713,-802.635,15741.2,620.464,-245.747,504.507,98.5474,,,,,,,
882927,1558.95,651600,437.981,-259.223,6456.17,359.919,-365.478,175.32,98.5574,,,,,,,
1.18E+06,2182.91,956440,187.215,-297.301,9215.12,-67.3726,-195.443,317.115,98.5578,,,,,,,
1.55E+06,1775.83,1.06E+06,358.179,-758.615,12389.2,59.0651,-682.512,582.688,98.5627,,,,,,,
1.21E+06,2449.68,925149,365.041,-475.983,9894.54,-28.5215,-562.229,367.365,98.5628,,,,,,,
800284,1909.84,654897,78.4847,-520.487,6780.19,154.985,-382.041,279.642,98.5695,,,,,,,
723424,1727.26,524155,211.118,-493.621,7070.16,84.7275,-362.335,179.412,98.5702,,,,,,,
1.39E+06,2083.94,1.11E+06,684.006,-6.4053,10652.6,-21.0637,-147.897,401.942,98.5794,,,,,,,
897652,1835.16,515275,410.364,-193.007,6194.88,219.219,-455.596,351.444,98.5795,,,,,,,
881719,1725.24,514393,298.388,-747.102,7044.97,140.959,-729.891,358.422,98.6007,,,,,,,
1.05E+06,1585.06,883860,3836.73,-6691.06,48683.9,2142.57,-5587.09,22033.7,98.6141,,,,,,,
1.01E+06,2162.84,661572,135.474,-679.21,9173.35,204.675,-451.615,386.906,98.6242,,,,,,,
1.33E+06,2065.68,862368,526.591,-737.98,9386.16,251.636,-561.748,258.682,98.6442,,,,,,,
1.15E+06,1810.92,1.11E+06,537.643,-804.667,12410.8,670.751,-408.112,575.815,98.6452,,,,,,,
710339,1722.23,658959,277.844,-736.663,7427.04,279.073,-313.691,134.577,98.6481,,,,,,,
1.29E+06,2369.98,967081,554.282,-1044.82,11733.6,425.782,-712.758,630.872,98.6536,,,,,,,
1.22E+06,2017.56,743797,330.688,-1190.98,12985.5,251.185,-432.376,836.202,98.6886,,,,,,,
1.17E+06,1754.23,877186,339.128,-878.52,12434.9,269.613,-538.313,468.015,98.69,,,,,,,
1.29E+06,1770.5,756758,394.216,-567.969,7631.2,127.761,-577.483,249.177,98.6908,,,,,,,
821815,2361.91,884520,426.151,-230.299,8586.66,78.0045,-197.906,377.532,98.6973,,,,,,,
1.04E+06,1577.11,665805,77.582,-355.524,8929.89,527.484,-372.64,70.1488,98.7052,,,,,,,
975616,1874.24,757626,394.238,-865.424,7529.88,529.968,-248.966,489.595,98.7158,,,,,,,
1.02E+06,1663.13,949966,683.284,-1097.35,13983.3,493,-983.565,598.651,98.7167,,,,,,,
1.19E+06,2218.46,831884,816.023,-1224.25,13254.5,226.431,-653.955,689.387,98.7307,,,,,,,
1.39E+06,2175.46,882122,554.229,-1098.82,13055.2,441.667,-570.932,645.217,98.7388,,,,,,,
1.39E+06,1781.52,806204,833.281,-880.507,11917.5,171.515,-785.768,437.881,98.7394,,,,,,,
838851,1600.41,477387,340.148,-180.819,5234.04,225.485,-18.0961,448.747,98.7461,,,,,,,
1.43E+06,2137.52,747905,385.171,-450.442,7549.7,41.7451,-690.932,375.363,98.7511,,,,,,,
968289,2322.12,558099,260.784,-489.003,7197.51,275.563,-485.911,237.056,98.7673,,,,,,,
682920,1882.86,592986,315.062,-216.181,6660.59,-134.964,328.594,19.3412,98.7673,,,,,,,
1.13E+06,1630.79,701734,434.312,-255.901,8175.05,-7.81858,-532.802,238.428,98.7877,,,,,,,
754952,1593.17,520679,305.7,-302.858,6568.73,-35.838,-305.342,109.549,98.7949,,,,,,,
1.35E+06,1925.02,781104,521.955,-810.269,9223.56,263.371,-514.74,475.855,98.7959,,,,,,,
1.05E+06,2056.39,578052,203.794,-534.252,6548.48,17.7083,-344.079,237.799,98.8195,,,,,,,
1.05E+06,1681.04,569577,316.235,-462.797,7867.63,235.803,-770.434,267.655,98.8197,,,,,,,
1.18E+06,1960.23,891204,686.468,-389.024,10052.1,28.8651,315.753,416.521,98.8263,,,,,,,
798569,2004.06,589326,-89.1512,-250.763,7579.97,371.054,-146.293,392.61,98.8268,,,,,,,
768125,1639.98,645910,427.382,-325.12,6170.28,255.465,-340.356,314.107,98.8278,,,,,,,
1.17E+06,1924.09,757402,327.247,-177.261,7598.45,125.643,162.022,141.463,98.828,,,,,,,
1.21E+06,1845.31,908711,573.735,-563.028,10180.2,359.424,-351.583,592.466,98.8377,,,,,,,
763796,1763.17,529356,426.052,-587.603,5713.52,31.7565,-279.726,204.376,98.8378,,,,,,,
1.26E+06,1893.06,1.13E+06,896.462,-488.009,14140.8,220.738,-295.793,533.813,98.8444,,,,,,,
748912,1503.79,466110,368.589,-401.937,4632.05,299.487,260.341,208.176,98.8537,,,,,,,
1.31E+06,1884.18,838879,995.256,-1090.58,11562.5,489.364,-430.431,531.519,98.8586,,,,,,,
1.10E+06,2130.28,660312,485.54,-567.674,9539.48,-192.864,-186.339,367.638,98.8677,,,,,,,
1.04E+06,2020.5,831496,361.63,-529.303,8916.76,485.664,-32.9155,363.462,98.8716,,,,,,,
1.12E+06,2080.81,538588,682.739,-839.31,8552.43,689.258,-234.073,429.721,98.8806,,,,,,,
1.25E+06,2249.15,1.12E+06,598.355,-663.857,11735.5,573.597,-573.758,287.662,98.885,,,,,,,
809973,1512.31,438294,301.218,-486.403,4773.31,418.58,-84.7731,374.847,98.9015,,,,,,,
768950,1591.15,399739,258.566,-506.913,4330.61,34.5117,-477.95,82.4976,98.9019,,,,,,,
918356,1733.74,609586,328.705,-118.409,6996.14,-53.4128,-55.4603,-26.8806,98.9069,,,,,,,
1.27E+06,2549.57,572640,162.381,-349.002,7796.79,-135.665,-458.533,421.039,98.9416,,,,,,,
1.18E+06,1707.52,646168,236.483,-329.259,7467.87,-261.878,-481.911,162.821,98.9526,,,,,,,
941627,2076.96,716178,155.501,-431.413,6574.23,95.7202,-363.338,129.427,98.9699,,,,,,,
1.30E+06,2553.83,979450,558.714,-637.672,13194.3,154.535,-461.168,594.177,98.97,,,,,,,
844610,1736.26,545756,310.315,-202.969,5835.11,163.871,-520.271,113.632,98.9777,,,,,,,
981176,1927.74,500178,420.23,-460.995,5781.96,-196.358,-228.913,247.412,98.9825,,,,,,,
1.23E+06,2270.28,1.10E+06,592.418,-606.694,11083.1,227.622,-551.328,418.353,98.9845,,,,,,,
819016,1871.1,597491,288.983,-631.318,5705.9,4.62478,-519.721,438.411,98.9915,,,,,,,
1.08E+06,1830.87,675835,720.095,-827.618,11277.1,182.183,-1223.13,570.962,99.0011,,,,,,,
1.11E+06,1630.96,854147,569.846,-630.696,8430.75,103.497,-384.719,403.47,99.0084,,,,,,,
815102,1872.01,487413,524.246,-798.272,7235.9,104.7,-194.473,421.537,99.0121,,,,,,,
1.43E+06,2231.52,843490,407.545,-408.845,11554.4,492.978,-262.76,428.613,99.0136,,,,,,,
898409,1647.09,589980,280.942,-382.171,5993.52,235.816,14.6281,95.2846,99.0254,,,,,,,
1.19E+06,1840.9,771371,1005.29,-1234.84,13415.5,324.584,-551.484,645.132,99.0322,,,,,,,
855690,2240.71,812204,472.966,-779.193,10237.6,51.6659,-441.597,283.593,99.0402,,,,,,,
1.06E+06,2115.47,696543,533.15,-806.094,8481.63,381.098,-245.809,464.65,99.0427,,,,,,,
881946,1831.16,697466,522.42,-624.995,9602.17,258.46,-471.329,727.593,99.0454,,,,,,,
1.03E+06,1998.84,814182,295.798,-173.658,9218.56,15.0473,101.697,371.182,99.0465,,,,,,,
