FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
668933,427537,195524,1474320,1142440,152301,7647.58,392.976,1327.71,-392.835,-181.591,826.939,746.475
1626000,814323,551586,4194300,2358000,273035,13833.3,1113.81,5937.89,-341.335,-62.4038,754.025,-854.974
1161190,482522,623652,4194300,2446550,353282,9368.54,-104.95,20904.1,-182.343,149.011,116.57,-685.426
520376,248147,234387,1359850,779578,137369,3112.69,-572.356,11726.5,-178.532,11.5201,-22.7881,43.6813
930656,546222,292046,2039140,1263370,169185,6334.46,170.857,2952.32,131.02,515.608,42.1533,-352.15
577912,334061,308498,2065350,1177910,177897,7393.29,268.146,1384.76,7.01702,166.675,113.221,694.596
970965,468914,312564,2528940,1375740,177152,4101,-179.524,9421.57,-373.594,148.858,335.108,-229.786
1189090,600431,376188,2925320,1437190,183157,6409.85,-59.6914,9096.84,-364.016,-311.777,-280.147,3.57289
749633,376281,340695,2568540,1752640,233036,8359.17,302.969,6093.97,87.6007,-463.125,17.3876,-481.766
580542,338829,268272,1575600,873654,151844,5329.15,-4.46724,6240.97,193.853,-290.815,-3.88648,442.508
1611690,745711,804995,4194300,3213580,483035,12359.9,-294.948,19991.1,-2.70502,-144.334,76.6547,-155.117
594815,301183,471385,2858850,1364800,224581,6927.92,-423.749,6194.37,315.413,-39.4928,-425.953,-704.727
1232560,542240,541019,3288830,1381650,241716,6045.54,404.309,21207.8,290.836,42.754,33.7516,472.356
1634080,783463,855348,4194300,2416640,395478,14734.4,-42.0718,18818.6,549.347,-202.258,-608.951,628.395
1016390,613748,472778,2716220,1630250,281881,22048.6,2490.12,16005.7,-460.021,364.417,2358.15,-3308.5
425520,312971,271700,1708660,1137830,184685,19618.2,737.868,1359.68,168.373,349.016,419.732,-375.411
722361,452068,288494,2001530,1428710,204785,8865.21,114.153,2224.78,-407.103,10.6355,154.099,101.131
1150940,527359,560757,3289420,1687050,294559,6484.65,30.1043,23141.1,-767.48,76.2561,-115.011,-88.6508
1149610,582268,623257,3792380,1711300,284514,13941,358.022,13616.6,-349.647,369.744,455.21,-915.555
532464,311890,209086,1499260,1044810,142719,3836.87,-174.032,5429.38,-249.076,-99.89,114.052,345.921
838748,556667,420224,3098590,2222480,305848,26550,1416.03,7970.37,-196.407,-179.909,9.84003,3245.64
537332,353043,280933,2589040,1821190,192914,7592.43,338.627,1870.86,287.314,-178.435,-70.3078,196.887
845794,383575,352082,2174080,1101030,175270,7061.27,193.661,8213.97,-360.634,-35.4525,144.612,420.338
564832,315922,261239,1827500,1062900,147724,4110.2,442.829,5131.72,561.657,-214.93,-348.889,-240.001
1188460,535556,539866,3730500,1990120,280194,9146.71,464.962,13473.4,-211.131,219.318,376.641,-162.124
864644,404834,438151,3006240,1380140,201053,5424.83,415.269,12721.9,-391.303,61.6059,-202.389,171.734
