FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
660349,431394,304855,2071160,1458430,215652,5964.51,859.39,-85.1446,-79.1233,59.3078,55.7699,53305.6
532509,283862,368870,2593390,1430180,202561,8332.98,440.379,-112.423,-37.7336,-118.8,116.462,34213
1243310,627744,543878,3752350,2152310,319033,12896.7,855.681,-255.853,91.1789,277.179,-48.1742,80841.1
778294,496635,519371,3173170,2051730,344916,10485.2,-288.581,-253.635,39.1026,26.2464,-199.729,21733.7
650634,373381,287233,1865930,1212520,182023,3070.09,346.52,174.422,-501.74,-70.7373,5.20936,75937.7
864219,403852,443702,3087360,1628170,241707,6155.66,543.677,276.273,-165.644,7.73491,284.513,43212.8
717454,397483,423023,2815380,1503570,221382,5317.36,-163.765,322.511,-192.65,-160.892,151.006,43475.4
700052,381688,252709,2130900,1183820,153718,5054.71,341.244,336.812,-366.072,331.231,593.437,35202.7
816290,441153,266813,1748630,1250640,190268,7707.78,207.912,-461.922,594.193,96.7554,31.3674,32269.7
930712,462976,416256,2501460,1475860,246280,7129.76,897.102,358.17,-134.915,350.099,534.318,72329.5
1073200,535699,398902,2257930,1282620,231798,2999.2,289.725,89.5315,111.712,77.2095,-202.184,111010
469400,292190,249058,1780920,1218520,170618,2964.24,23.5639,170.243,-385.532,-92.9666,454.935,51716.6
712928,438245,228288,1400000,999994,161811,2149.43,112.952,185.151,374.254,-252.671,-57.3948,74608.7
483231,306193,432352,3401040,2232350,274046,27520.5,-1355.86,246.387,-365.564,-136.866,-261.832,16514
1379040,736086,451575,3010470,2112200,309459,10719.1,234.542,200.894,52.6824,-230.511,102.58,109940
641910,321172,543343,3057050,2072320,355683,12561.5,195.407,129.287,-120.871,19.2642,268.013,23599.3
992662,492152,448429,3134040,1551420,226877,5903.87,190.936,-85.4236,625.841,215.513,-592.259,79236.1
740742,498508,293230,2336880,1238450,157387,2660.95,135.818,246.274,-115.51,262.121,-1.90495,52801.4
970391,439843,245610,1851980,890388,114990,4248.77,548.129,212.252,-178.334,529.771,179.16,53985.6
1273130,533623,503676,3714840,1831800,247073,7864.85,53.0308,-436.485,331.867,-263.281,-121.009,97107.3
471271,252091,213878,1764070,925571,116151,4932.58,186.975,317.633,125.505,204.687,11.7438,27128.1
1011420,388234,331469,2487020,1312960,175027,3187.34,442.133,116.114,-453.107,359.19,122.458,88822.4
479760,308723,216159,1485890,1019800,143201,7601.33,-384.046,-386.269,-233.403,197.673,-191.226,24266.4
812649,513973,288405,1618640,1138160,203780,7550.65,-34.1561,38.7314,1.21063,701.321,-171.839,54479.3
418743,255487,161751,1078080,690197,103752,3509.27,53.4792,-66.565,-267.641,-88.7203,-51.2646,38925.2
1014910,491164,318359,2192680,1257170,175461,5025.94,50.2627,285.422,-72.9268,390.756,27.0544,64432.3
641920,406685,526981,3452300,2306780,361713,15349.5,553.621,153.381,-384.508,-1.17585,391.672,6096.55
556404,335485,255859,1942180,1283640,161704,4989.53,532.393,114.708,-272.024,233.031,64.9343,36768.4
422814,242790,289854,1856040,1314760,212753,8796.27,-103.917,-94.6444,214.957,153.004,-408.784,7654.42
508065,340943,267662,1827640,1345280,195884,2958.01,302.987,-297.192,-110.261,-352.475,259.105,103187
643530,345790,245683,1431230,671575,118394,3731.67,213.793,114.501,-60.0272,138.908,-60.1469,71846.8
671728,371135,290794,2205100,1306900,164531,2723.57,-175.144,141.309,63.479,67.61,-61.3766,97817.8
332207,277397,192986,1118630,992334,172218,36145.1,1911.58,102.913,350.277,-343.359,123.554,8327.39
683890,393793,288275,1853030,1228800,180604,3956.11,282.718,-708.469,847.708,105.203,-373.601,61813.2
1029870,409199,360763,2804140,1300890,167497,5040.16,484.84,-106.79,430.616,-76.871,248.468,54212.7
778264,461328,325011,3114850,1866520,189750,6370.56,999.884,207.612,246.617,4.01402,281.983,51194.7
564421,322543,300927,2023930,1365030,200151,5140.63,178.359,204.122,-380.936,-22.0777,301.971,55657.3
808541,438412,301668,2297990,1363130,180693,6781.35,211.872,381.388,-375.287,-244.149,-39.1006,54221.1
861069,519792,340321,2225930,1415560,212562,10757.6,-646.563,-218.592,77.7237,-96.1477,-465.243,42427.8
629972,375831,181094,1312600,831088,112971,2086.86,-58.8712,233.925,-77.8385,-44.495,351.251,36854.1
1013210,576962,460772,2592130,1583860,284516,5854.18,-603.218,-316.515,218.536,-72.2723,157.882,119200
740223,362611,290270,2139350,1027450,143833,1865.16,293.217,92.1335,21.9733,138.207,127.326,80427.7
594116,356129,273799,1843160,1130600,162291,12704.1,1276.2,-48.2792,73.0192,-426.761,536.171,38214.6
1090020,502489,450110,2814750,1433800,222970,7587.5,168.897,84.2635,626.602,-110.413,-264.973,119645
499175,294013,385361,2594680,1742450,264150,9151.06,248.634,240.839,-385.38,-318.174,618.39,92181.3
953105,608747,393818,2798000,1712570,234001,11602,1080.39,-90.7947,258.387,-259.401,501.88,83333.1
662182,354500,217669,1505820,748254,104172,3325.41,-134.266,424.899,-191.5,66.94,-48.2172,47099.5
844156,345913,393272,2581830,1472240,220727,4134.18,-467.538,205.928,-319.426,-244.257,-65.8822,99091.5
864626,551521,431382,2828450,2058970,303685,3973.73,306.049,422.354,136.48,286.447,-286.715,67611.6
613506,376864,339895,1915330,1294150,226359,3708.38,-20.4787,358.255,95.4318,199.963,-186.392,80554.8
725326,372818,390473,2535560,1527670,230836,3046.62,136.188,396.676,-67.4656,-337.023,119.602,108714
750151,435265,316754,2076660,1589450,243632,6531.15,491.365,-109.206,211.082,505.009,-169.943,56536.8
766531,359048,224657,1522780,873859,126170,3908.07,205.775,37.3224,134.522,447.268,-61.078,44611.5
1056500,407289,441217,3302110,1436980,196475,9175.2,930.141,3.77314,-77.3541,87.0704,133.273,58174
563860,405951,127533,812493,637201,101088,4768.66,853.724,162.131,-494.306,-150.699,765.224,31275.2
565062,317240,428592,2512300,1792300,305159,5676.14,473.994,562.348,-362.273,382.115,97.6298,93796.1
832806,459941,328924,2278470,1408780,197788,5460.13,-74.3794,100.219,-257.691,222.983,92.596,42366.5
458777,312576,138864,901619,644958,100040,3738.07,517.116,50.3767,-102.173,469.34,-337.914,32099.1
640067,435219,456627,3373540,2262390,307787,12801.9,59.5196,-449.848,767.507,171.145,-559.031,3717.33
518086,359369,498422,3274110,2572950,391380,14092.7,-399.243,-8.54668,-110.884,-119.234,-15.015,42482.2
451475,320574,255468,1700410,1242610,187816,7280.11,-60.8294,-363.174,467.434,-131.533,-636.662,5402.13
547662,349755,163484,1091480,741433,109215,2934.74,698.481,149.707,68.1244,-164.737,-27.7039,30016.5
1052010,553986,454419,3110530,1865490,263194,13116.4,1769.22,499.41,139.968,434.004,783.361,69026.1
466455,312652,203184,1561670,1334590,172750,6239.96,206.807,-167.552,344.393,-51.9297,-58.8117,8843.23
811933,439517,550418,3609560,2236940,346913,6190.29,23.4764,-236.576,444.36,-94.9171,226.748,121965
683268,292713,226543,1769330,1016460,126136,2317.11,489.122,-30.5718,194.136,-250.995,173.87,74119.4
555922,308871,183211,1236220,719973,102970,4429.53,52.0694,-234.875,180.917,-232.315,-28.6715,22320.6
462467,304331,227017,1548380,1012040,147792,4289.79,-23.0938,-183.633,303.447,67.0406,-15.6465,62378.3
1251080,512388,644223,4194300,3611570,431916,28716.9,4610.54,321.392,-114.519,673.028,3382.65,61778.6
981907,399775,726424,4194300,2167760,281072,6912.43,438.29,61.6345,-123.214,363.866,-259.877,104005
847315,449844,325221,2051420,1328850,210561,4236.24,141.808,-238.494,211.342,336.858,68.8346,78465.9
712597,398619,309844,2148320,1448000,211361,3445.58,384.406,-175.82,202.159,23.601,133.302,90102.6
